,Organisation,Scan Date,Scan Point Name,Scan Reference,Supplier Name,Product,Expiration Date,Quantity
421,Notuv - Denk Pharma,2021-10-09 11:15:35,DMO_1001000,1728,Bill Gates Foundation,Metformin,2023-06-08 08:00:00,88
422,Notuv - Denk Pharma,2021-10-09 11:42:49,DMO_1001000,1954,WHO,Metformin,2022-11-17 08:00:00,19
423,Notuv - Denk Pharma,2021-10-09 13:30:55,DMO_1001000,3306,Red Cross,Metformin,2022-05-05 08:00:00,42
424,Notuv - Denk Pharma,2021-10-09 14:11:38,DMO_1001000,3880,Bill Gates Foundation,Metformin,2022-02-03 08:00:00,1
425,Notuv - Denk Pharma,2021-10-09 21:09:16,DMO_1001000,1548,Bill Gates Foundation,Metformin,2022-04-27 08:00:00,30
426,Notuv - Denk Pharma,2021-10-10 01:14:48,DMO_1001000,2436,Bill Gates Foundation,Metformin,2022-12-07 08:00:00,6
427,Notuv - Denk Pharma,2021-10-10 05:33:06,DMO_1001000,1675,WHO,Metformin,2023-07-13 08:00:00,196
428,Notuv - Denk Pharma,2021-10-11 00:11:22,DMO_1001000,1625,WHO,Metformin,2022-05-01 08:00:00,1
429,Notuv - Denk Pharma,2021-10-11 00:35:51,DMO_1001000,2889,WHO,Metformin,2021-11-15 08:00:00,13
430,Notuv - Denk Pharma,2021-10-11 05:36:37,DMO_1001000,4499,WHO,Metformin,2022-11-07 08:00:00,79
431,Notuv - Denk Pharma,2021-10-11 09:35:49,DMO_1001000,4975,WHO,Metformin,2021-11-11 08:00:00,6
432,Notuv - Denk Pharma,2021-10-11 22:58:59,DMO_1001000,1442,Red Cross,Metformin,2022-07-09 08:00:00,1
433,Notuv - Denk Pharma,2021-10-12 04:29:44,DMO_1001000,3310,Red Cross,Metformin,2022-05-31 08:00:00,88
434,Notuv - Denk Pharma,2021-10-12 11:28:41,DMO_1001000,1994,Bill Gates Foundation,Metformin,2022-10-21 08:00:00,52
435,Notuv - Denk Pharma,2021-10-12 23:05:25,DMO_1001000,3947,Bill Gates Foundation,Metformin,2023-04-11 08:00:00,86
436,Notuv - Denk Pharma,2021-10-13 04:45:36,DMO_1001000,4110,Red Cross,Metformin,2023-04-17 08:00:00,81
437,Notuv - Denk Pharma,2021-10-13 08:25:59,DMO_1001000,2853,WHO,Metformin,2023-05-24 08:00:00,64
438,Notuv - Denk Pharma,2021-10-13 09:50:39,DMO_1001000,3252,Red Cross,Metformin,2023-02-03 08:00:00,2
439,Notuv - Denk Pharma,2021-10-13 13:23:37,DMO_1001000,2667,Bill Gates Foundation,Metformin,2021-11-25 08:00:00,128
440,Notuv - Denk Pharma,2021-10-14 00:20:45,DMO_1001000,3517,Red Cross,Metformin,2022-01-06 08:00:00,84
441,Notuv - Denk Pharma,2021-10-14 04:34:55,DMO_1001000,1964,Bill Gates Foundation,Metformin,2023-07-12 08:00:00,76
442,Notuv - Denk Pharma,2021-10-14 18:58:25,DMO_1001000,4579,WHO,Metformin,2022-06-26 08:00:00,1
443,Notuv - Denk Pharma,2021-10-14 22:27:58,DMO_1001000,3394,Bill Gates Foundation,Metformin,2022-10-03 08:00:00,37
444,Notuv - Denk Pharma,2021-10-14 23:20:58,DMO_1001000,4145,Bill Gates Foundation,Metformin,2022-08-26 08:00:00,1
445,Notuv - Denk Pharma,2021-10-15 08:29:35,DMO_1001000,1935,Bill Gates Foundation,Metformin,2022-02-26 08:00:00,57
446,Notuv - Denk Pharma,2021-10-15 10:02:44,DMO_1001000,2995,Red Cross,Metformin,2022-10-06 08:00:00,45
447,Notuv - Denk Pharma,2021-10-15 11:29:02,DMO_1001000,4096,WHO,Metformin,2023-07-17 08:00:00,1
448,Notuv - Denk Pharma,2021-10-15 14:29:30,DMO_1001000,4032,Bill Gates Foundation,Metformin,2022-09-01 08:00:00,48
449,Notuv - Denk Pharma,2021-10-15 16:30:26,DMO_1001000,3330,Bill Gates Foundation,Metformin,2022-01-19 08:00:00,43
450,Notuv - Denk Pharma,2021-10-16 02:45:26,DMO_1001000,1367,WHO,Metformin,2022-04-10 08:00:00,73
451,Notuv - Denk Pharma,2021-10-16 08:05:41,DMO_1001000,3854,Red Cross,Metformin,2022-12-04 08:00:00,62
452,Notuv - Denk Pharma,2021-10-16 19:45:39,DMO_1001000,4224,WHO,Metformin,2021-11-16 08:00:00,70
453,Notuv - Denk Pharma,2021-10-16 20:52:38,DMO_1001000,4045,Bill Gates Foundation,Metformin,2022-09-04 08:00:00,190
454,Notuv - Denk Pharma,2021-10-17 05:08:56,DMO_1001000,1580,Bill Gates Foundation,Metformin,2022-05-24 08:00:00,42
455,Notuv - Denk Pharma,2021-10-17 06:08:58,DMO_1001000,1149,Red Cross,Metformin,2023-04-11 08:00:00,36
456,Notuv - Denk Pharma,2021-10-17 06:58:27,DMO_1001000,1881,WHO,Metformin,2023-05-12 08:00:00,134
457,Notuv - Denk Pharma,2021-10-17 08:16:08,DMO_1001000,3665,WHO,Metformin,2022-05-11 08:00:00,78
458,Notuv - Denk Pharma,2021-10-17 19:58:25,DMO_1001000,4399,Bill Gates Foundation,Metformin,2022-07-20 08:00:00,1
459,Notuv - Denk Pharma,2021-10-17 23:25:01,DMO_1001000,2868,Bill Gates Foundation,Metformin,2022-02-15 08:00:00,1
460,Notuv - Denk Pharma,2021-10-18 05:35:12,DMO_1001000,4371,Bill Gates Foundation,Metformin,2023-03-26 08:00:00,119
461,Notuv - Denk Pharma,2021-10-18 05:51:28,DMO_1001000,4663,WHO,Metformin,2023-06-29 08:00:00,1
462,Notuv - Denk Pharma,2021-10-18 11:31:21,DMO_1001000,4304,WHO,Metformin,2023-02-03 08:00:00,103
463,Notuv - Denk Pharma,2021-10-18 14:10:11,DMO_1001000,4520,Red Cross,Metformin,2022-12-06 08:00:00,128
464,Notuv - Denk Pharma,2021-10-18 14:57:29,DMO_1001000,2377,Red Cross,Metformin,2022-06-30 08:00:00,19
465,Notuv - Denk Pharma,2021-10-18 19:58:19,DMO_1001000,2105,WHO,Metformin,2023-04-30 08:00:00,1
466,Notuv - Denk Pharma,2021-10-18 20:30:36,DMO_1001000,4788,WHO,Metformin,2022-05-04 08:00:00,57
467,Notuv - Denk Pharma,2021-10-19 00:43:51,DMO_1001000,2666,WHO,Metformin,2023-01-19 08:00:00,68
468,Notuv - Denk Pharma,2021-10-19 02:30:33,DMO_1001000,2761,Red Cross,Metformin,2022-04-02 08:00:00,94
469,Notuv - Denk Pharma,2021-10-19 03:30:10,DMO_1001000,3582,Bill Gates Foundation,Metformin,2022-03-22 08:00:00,139
470,Notuv - Denk Pharma,2021-10-19 06:21:01,DMO_1001000,4827,Bill Gates Foundation,Metformin,2022-12-29 08:00:00,29
471,Notuv - Denk Pharma,2021-10-20 02:37:46,DMO_1001000,2564,WHO,Metformin,2022-05-25 08:00:00,138
472,Notuv - Denk Pharma,2021-10-20 04:08:30,DMO_1001000,3158,Bill Gates Foundation,Metformin,2023-03-04 08:00:00,1
473,Notuv - Denk Pharma,2021-10-20 18:08:02,DMO_1001000,2386,WHO,Metformin,2022-11-01 08:00:00,30
474,Notuv - Denk Pharma,2021-10-21 01:03:07,DMO_1001000,2224,WHO,Metformin,2023-04-12 08:00:00,1
475,Notuv - Denk Pharma,2021-10-21 06:23:12,DMO_1001000,1215,Red Cross,Metformin,2022-10-08 08:00:00,4
476,Notuv - Denk Pharma,2021-10-21 08:28:20,DMO_1001000,4862,WHO,Metformin,2023-03-14 08:00:00,51
477,Notuv - Denk Pharma,2021-10-21 10:28:14,DMO_1001000,4345,Bill Gates Foundation,Metformin,2023-03-31 08:00:00,49
478,Notuv - Denk Pharma,2021-10-21 15:01:56,DMO_1001000,2200,Bill Gates Foundation,Metformin,2022-11-25 08:00:00,101
479,Notuv - Denk Pharma,2021-10-21 20:57:47,DMO_1001000,2169,Red Cross,Metformin,2023-04-14 08:00:00,1
480,Notuv - Denk Pharma,2021-10-22 01:31:03,DMO_1001000,4200,Red Cross,Metformin,2022-01-21 08:00:00,19
481,Notuv - Denk Pharma,2021-10-22 03:00:50,DMO_1001000,4236,Red Cross,Metformin,2022-03-08 08:00:00,156
482,Notuv - Denk Pharma,2021-10-22 06:47:02,DMO_1001000,2532,Bill Gates Foundation,Metformin,2021-11-23 08:00:00,1
483,Notuv - Denk Pharma,2021-10-22 11:15:24,DMO_1001000,3430,WHO,Metformin,2022-10-09 08:00:00,113
484,Notuv - Denk Pharma,2021-10-22 16:12:40,DMO_1001000,2255,WHO,Metformin,2021-12-30 08:00:00,43
485,Notuv - Denk Pharma,2021-10-22 18:34:03,DMO_1001000,4970,Bill Gates Foundation,Metformin,2022-05-14 08:00:00,123
486,Notuv - Denk Pharma,2021-10-22 20:16:40,DMO_1001000,1786,WHO,Metformin,2023-04-29 08:00:00,1
487,Notuv - Denk Pharma,2021-10-23 19:28:58,DMO_1001000,4412,Red Cross,Metformin,2022-01-28 08:00:00,119
488,Notuv - Denk Pharma,2021-10-24 00:24:11,DMO_1001000,2317,WHO,Metformin,2022-06-12 08:00:00,1
489,Notuv - Denk Pharma,2021-10-24 05:27:24,DMO_1001000,1990,Bill Gates Foundation,Metformin,2022-06-13 08:00:00,1
490,Notuv - Denk Pharma,2021-10-24 13:28:23,DMO_1001000,2548,Red Cross,Metformin,2022-10-10 08:00:00,134
491,Notuv - Denk Pharma,2021-10-24 18:14:15,DMO_1001000,1280,WHO,Metformin,2022-10-19 08:00:00,33
492,Notuv - Denk Pharma,2021-10-24 20:26:32,DMO_1001000,2743,Red Cross,Metformin,2021-11-30 08:00:00,66
493,Notuv - Denk Pharma,2021-10-25 00:39:22,DMO_1001000,1395,WHO,Metformin,2022-11-05 08:00:00,54
494,Notuv - Denk Pharma,2021-10-25 03:17:56,DMO_1001000,2667,WHO,Metformin,2022-03-27 08:00:00,109
495,Notuv - Denk Pharma,2021-10-25 13:16:32,DMO_1001000,1348,Bill Gates Foundation,Metformin,2022-01-24 08:00:00,65
496,Notuv - Denk Pharma,2021-10-26 05:37:52,DMO_1001000,2438,WHO,Metformin,2023-06-27 08:00:00,121
497,Notuv - Denk Pharma,2021-10-26 18:37:12,DMO_1001000,3506,WHO,Metformin,2022-12-30 08:00:00,72
498,Notuv - Denk Pharma,2021-10-26 21:07:51,DMO_1001000,2927,Red Cross,Metformin,2023-05-10 08:00:00,1
499,Notuv - Denk Pharma,2021-10-27 01:46:59,DMO_1001000,3534,Red Cross,Metformin,2023-01-24 08:00:00,33
500,Notuv - Denk Pharma,2021-10-27 03:38:08,DMO_1001000,2577,Bill Gates Foundation,Metformin,2022-03-21 08:00:00,58
501,Notuv - Denk Pharma,2021-10-27 10:59:27,DMO_1001000,2929,Bill Gates Foundation,Metformin,2023-07-02 08:00:00,10
502,Notuv - Denk Pharma,2021-10-27 15:23:02,DMO_1001000,3883,WHO,Metformin,2022-03-30 08:00:00,24
503,Notuv - Denk Pharma,2021-10-27 18:30:04,DMO_1001000,4000,Red Cross,Metformin,2022-12-02 08:00:00,54
504,Notuv - Denk Pharma,2021-10-27 22:05:07,DMO_1001000,3531,WHO,Metformin,2023-04-03 08:00:00,117
505,Notuv - Denk Pharma,2021-10-27 22:29:31,DMO_1001000,4786,WHO,Metformin,2021-12-06 08:00:00,1
506,Notuv - Denk Pharma,2021-10-28 03:24:32,DMO_1001000,1408,Red Cross,Metformin,2022-11-19 08:00:00,64
507,Notuv - Denk Pharma,2021-10-28 06:16:21,DMO_1001000,1159,Red Cross,Metformin,2022-09-16 08:00:00,29
508,Notuv - Denk Pharma,2021-10-28 09:35:48,DMO_1001000,3496,WHO,Metformin,2022-02-15 08:00:00,36
509,Notuv - Denk Pharma,2021-10-28 13:10:40,DMO_1001000,3707,Red Cross,Metformin,2023-06-12 08:00:00,68
510,Notuv - Denk Pharma,2021-10-28 23:29:36,DMO_1001000,2842,Red Cross,Metformin,2022-04-26 08:00:00,72
511,Notuv - Denk Pharma,2021-10-29 05:16:50,DMO_1001000,3600,WHO,Metformin,2023-03-04 08:00:00,1
512,Notuv - Denk Pharma,2021-10-29 08:19:35,DMO_1001000,1301,WHO,Metformin,2022-04-29 08:00:00,100
513,Notuv - Denk Pharma,2021-10-29 10:06:01,DMO_1001000,1477,Red Cross,Metformin,2022-04-03 08:00:00,107
514,Notuv - Denk Pharma,2021-10-30 08:11:29,DMO_1001000,2472,Red Cross,Metformin,2023-03-18 08:00:00,126
515,Notuv - Denk Pharma,2021-10-30 13:06:17,DMO_1001000,4871,Red Cross,Metformin,2023-01-16 08:00:00,2
516,Notuv - Denk Pharma,2021-10-30 14:03:18,DMO_1001000,3269,Bill Gates Foundation,Metformin,2022-12-12 08:00:00,211
517,Notuv - Denk Pharma,2021-10-30 19:18:21,DMO_1001000,3694,WHO,Metformin,2022-06-17 08:00:00,81
518,Notuv - Denk Pharma,2021-10-31 01:31:32,DMO_1001000,1929,Red Cross,Metformin,2022-07-03 08:00:00,77
519,Notuv - Denk Pharma,2021-10-31 04:06:14,DMO_1001000,3915,WHO,Metformin,2022-12-18 08:00:00,134
520,Notuv - Denk Pharma,2021-10-31 06:20:15,DMO_1001000,2422,Red Cross,Metformin,2022-09-05 08:00:00,126
521,Notuv - Denk Pharma,2021-10-31 14:35:33,DMO_1001000,4481,Bill Gates Foundation,Metformin,2022-08-09 08:00:00,1
522,Notuv - Denk Pharma,2021-10-31 18:24:17,DMO_1001000,4880,Bill Gates Foundation,Metformin,2022-03-12 08:00:00,57
523,Notuv - Denk Pharma,2021-11-01 07:21:36,DMO_1001000,2321,WHO,Metformin,2022-06-23 08:00:00,97
524,Notuv - Denk Pharma,2021-11-01 09:37:56,DMO_1001000,4733,Red Cross,Metformin,2022-01-10 08:00:00,20
525,Notuv - Denk Pharma,2021-11-01 18:03:59,DMO_1001000,1012,Bill Gates Foundation,Metformin,2022-12-25 08:00:00,1
526,Notuv - Denk Pharma,2021-11-01 18:35:37,DMO_1001000,4681,Red Cross,Metformin,2022-11-24 08:00:00,128
527,Notuv - Denk Pharma,2021-11-01 18:43:11,DMO_1001000,4926,Bill Gates Foundation,Metformin,2022-08-14 08:00:00,37
528,Notuv - Denk Pharma,2021-11-01 22:32:18,DMO_1001000,2582,Red Cross,Metformin,2022-06-16 08:00:00,116
529,Notuv - Denk Pharma,2021-11-02 00:55:48,DMO_1001000,3305,Red Cross,Metformin,2022-07-12 08:00:00,51
530,Notuv - Denk Pharma,2021-11-02 01:49:46,DMO_1001000,2756,WHO,Metformin,2022-04-08 08:00:00,95
531,Notuv - Denk Pharma,2021-11-02 05:40:12,DMO_1001000,1701,Red Cross,Metformin,2022-02-16 08:00:00,171
532,Notuv - Denk Pharma,2021-11-02 16:08:57,DMO_1001000,3807,Bill Gates Foundation,Metformin,2021-12-19 08:00:00,122
533,Notuv - Denk Pharma,2021-11-02 18:49:13,DMO_1001000,4242,WHO,Metformin,2022-04-05 08:00:00,54
534,Notuv - Denk Pharma,2021-11-02 19:17:52,DMO_1001000,2783,WHO,Metformin,2023-03-13 08:00:00,1
535,Notuv - Denk Pharma,2021-11-02 20:58:31,DMO_1001000,3822,Bill Gates Foundation,Metformin,2022-04-20 08:00:00,8
536,Notuv - Denk Pharma,2021-11-03 03:54:50,DMO_1001000,1871,Red Cross,Metformin,2022-01-02 08:00:00,73
537,Notuv - Denk Pharma,2021-11-03 11:24:24,DMO_1001000,3881,Bill Gates Foundation,Metformin,2022-06-09 08:00:00,1
538,Notuv - Denk Pharma,2021-11-03 16:21:24,DMO_1001000,2302,Red Cross,Metformin,2022-10-09 08:00:00,67
539,Notuv - Denk Pharma,2021-11-03 17:05:53,DMO_1001000,1020,Red Cross,Metformin,2022-09-11 08:00:00,111
540,Notuv - Denk Pharma,2021-11-03 17:19:16,DMO_1001000,3484,Bill Gates Foundation,Metformin,2021-11-08 08:00:00,77
541,Notuv - Denk Pharma,2021-11-04 02:17:13,DMO_1001000,1157,Bill Gates Foundation,Metformin,2021-11-14 08:00:00,1
542,Notuv - Denk Pharma,2021-11-04 11:51:15,DMO_1001000,4024,Red Cross,Metformin,2023-07-04 08:00:00,41
543,Notuv - Denk Pharma,2021-11-04 15:12:50,DMO_1001000,4407,Bill Gates Foundation,Metformin,2022-08-05 08:00:00,131
544,Notuv - Denk Pharma,2021-11-05 09:48:59,DMO_1001000,1424,WHO,Metformin,2023-01-23 08:00:00,4
545,Notuv - Denk Pharma,2021-11-05 12:28:29,DMO_1001000,4904,Red Cross,Metformin,2022-01-12 08:00:00,80
546,Notuv - Denk Pharma,2021-11-05 13:06:07,DMO_1001000,3188,Red Cross,Metformin,2023-02-24 08:00:00,58
547,Notuv - Denk Pharma,2021-11-05 17:16:42,DMO_1001000,4338,Red Cross,Metformin,2023-03-13 08:00:00,191
548,Notuv - Denk Pharma,2021-11-06 00:02:08,DMO_1001000,3318,Bill Gates Foundation,Metformin,2022-08-17 08:00:00,33
549,Notuv - Denk Pharma,2021-11-06 06:09:46,DMO_1001000,1648,WHO,Metformin,2022-03-21 08:00:00,1
550,Notuv - Denk Pharma,2021-11-07 02:22:04,DMO_1001000,1713,Red Cross,Metformin,2022-06-30 08:00:00,50
551,Notuv - Denk Pharma,2021-11-07 03:02:07,DMO_1001000,3305,Red Cross,Metformin,2022-01-11 08:00:00,51
552,Notuv - Denk Pharma,2021-11-07 05:47:06,DMO_1001000,3044,WHO,Metformin,2022-10-17 08:00:00,1
553,Notuv - Denk Pharma,2021-11-07 21:29:10,DMO_1001000,4157,WHO,Metformin,2022-10-05 08:00:00,38
554,Notuv - Denk Pharma,2021-11-07 23:07:13,DMO_1001000,2112,WHO,Metformin,2023-01-17 08:00:00,70
555,Notuv - Denk Pharma,2021-11-08 05:16:01,DMO_1001000,3917,WHO,Metformin,2022-02-12 08:00:00,1
556,Notuv - Denk Pharma,2021-11-08 06:00:50,DMO_1001000,2379,WHO,Metformin,2022-08-01 08:00:00,39
557,Notuv - Denk Pharma,2021-11-08 20:01:20,DMO_1001000,3993,Red Cross,Metformin,2021-12-31 08:00:00,39
558,Notuv - Denk Pharma,2021-11-09 05:41:18,DMO_1001000,1570,Bill Gates Foundation,Metformin,2023-05-31 08:00:00,15
559,Notuv - Denk Pharma,2021-11-09 21:35:18,DMO_1001000,1473,WHO,Metformin,2023-04-13 08:00:00,161
560,Notuv - Denk Pharma,2021-11-10 11:17:21,DMO_1001000,3275,WHO,Metformin,2022-08-08 08:00:00,18
561,Notuv - Denk Pharma,2021-11-10 19:33:28,DMO_1001000,2591,WHO,Metformin,2022-06-01 08:00:00,77
562,Notuv - Denk Pharma,2021-11-11 03:45:09,DMO_1001000,3303,Bill Gates Foundation,Metformin,2021-12-28 08:00:00,115
563,Notuv - Denk Pharma,2021-11-11 07:16:36,DMO_1001000,4769,WHO,Metformin,2023-03-30 08:00:00,76
564,Notuv - Denk Pharma,2021-11-11 09:17:20,DMO_1001000,1029,Bill Gates Foundation,Metformin,2022-09-11 08:00:00,60
565,Notuv - Denk Pharma,2021-11-11 23:35:10,DMO_1001000,3041,WHO,Metformin,2022-08-06 08:00:00,17
566,Notuv - Denk Pharma,2021-11-12 04:42:46,DMO_1001000,1695,Red Cross,Metformin,2021-12-10 08:00:00,1
567,Notuv - Denk Pharma,2021-11-12 07:04:30,DMO_1001000,3717,Red Cross,Metformin,2022-05-25 08:00:00,58
568,Notuv - Denk Pharma,2021-11-12 09:19:22,DMO_1001000,1669,Red Cross,Metformin,2022-01-31 08:00:00,43
569,Notuv - Denk Pharma,2021-11-12 16:12:14,DMO_1001000,3696,Red Cross,Metformin,2022-05-01 08:00:00,143
570,Notuv - Denk Pharma,2021-11-12 16:34:14,DMO_1001000,1350,Red Cross,Metformin,2023-07-06 08:00:00,1
571,Notuv - Denk Pharma,2021-11-12 17:48:46,DMO_1001000,1943,Bill Gates Foundation,Metformin,2023-06-22 08:00:00,134
572,Notuv - Denk Pharma,2021-11-12 20:04:27,DMO_1001000,3411,Bill Gates Foundation,Metformin,2022-01-20 08:00:00,89
573,Notuv - Denk Pharma,2021-11-12 23:26:12,DMO_1001000,2837,Bill Gates Foundation,Metformin,2022-11-07 08:00:00,25
574,Notuv - Denk Pharma,2021-11-13 07:52:34,DMO_1001000,4277,Bill Gates Foundation,Metformin,2022-03-11 08:00:00,65
575,Notuv - Denk Pharma,2021-11-13 09:04:11,DMO_1001000,2489,Bill Gates Foundation,Metformin,2022-06-19 08:00:00,1
576,Notuv - Denk Pharma,2021-11-13 20:46:34,DMO_1001000,4209,Bill Gates Foundation,Metformin,2023-07-15 08:00:00,114
577,Notuv - Denk Pharma,2021-11-14 06:15:57,DMO_1001000,4471,Bill Gates Foundation,Metformin,2021-11-27 08:00:00,124
578,Notuv - Denk Pharma,2021-11-14 10:53:53,DMO_1001000,1058,Bill Gates Foundation,Metformin,2023-06-05 08:00:00,87
579,Notuv - Denk Pharma,2021-11-14 13:49:25,DMO_1001000,2050,Bill Gates Foundation,Metformin,2022-11-17 08:00:00,97
580,Notuv - Denk Pharma,2021-11-14 14:41:20,DMO_1001000,1122,WHO,Metformin,2022-10-23 08:00:00,52
581,Notuv - Denk Pharma,2021-11-14 20:12:59,DMO_1001000,4065,Bill Gates Foundation,Metformin,2022-11-25 08:00:00,47
582,Notuv - Denk Pharma,2021-11-14 23:21:54,DMO_1001000,2631,Bill Gates Foundation,Metformin,2022-02-10 08:00:00,1
583,Notuv - Denk Pharma,2021-11-15 04:08:09,DMO_1001000,4881,Bill Gates Foundation,Metformin,2023-04-15 08:00:00,120
584,Notuv - Denk Pharma,2021-11-15 10:24:57,DMO_1001000,1062,Red Cross,Metformin,2022-10-24 08:00:00,60
585,Notuv - Denk Pharma,2021-11-15 14:12:36,DMO_1001000,2793,Bill Gates Foundation,Metformin,2022-04-30 08:00:00,1
586,Notuv - Denk Pharma,2021-11-15 19:23:46,DMO_1001000,3456,WHO,Metformin,2022-05-22 08:00:00,1
587,Notuv - Denk Pharma,2021-11-15 23:41:27,DMO_1001000,3970,WHO,Metformin,2022-08-17 08:00:00,112
588,Notuv - Denk Pharma,2021-11-16 09:53:15,DMO_1001000,4672,Bill Gates Foundation,Metformin,2022-01-10 08:00:00,72
589,Notuv - Denk Pharma,2021-11-16 20:42:41,DMO_1001000,4551,Bill Gates Foundation,Metformin,2021-11-21 08:00:00,1
590,Notuv - Denk Pharma,2021-11-17 06:42:45,DMO_1001000,4712,Bill Gates Foundation,Metformin,2023-07-15 08:00:00,1
591,Notuv - Denk Pharma,2021-11-17 08:34:22,DMO_1001000,2971,WHO,Metformin,2022-10-05 08:00:00,65
592,Notuv - Denk Pharma,2021-11-17 14:39:59,DMO_1001000,4618,Red Cross,Metformin,2022-01-22 08:00:00,151
593,Notuv - Denk Pharma,2021-11-17 15:08:17,DMO_1001000,4199,Red Cross,Metformin,2022-05-28 08:00:00,91
594,Notuv - Denk Pharma,2021-11-17 15:10:22,DMO_1001000,3498,Red Cross,Metformin,2022-04-17 08:00:00,1
595,Notuv - Denk Pharma,2021-11-17 19:16:03,DMO_1001000,1351,Red Cross,Metformin,2022-04-26 08:00:00,121
596,Notuv - Denk Pharma,2021-11-17 23:17:10,DMO_1001000,1813,Red Cross,Metformin,2022-06-28 08:00:00,135
597,Notuv - Denk Pharma,2021-11-18 07:05:38,DMO_1001000,4868,Red Cross,Metformin,2022-06-09 08:00:00,132
598,Notuv - Denk Pharma,2021-11-18 08:49:25,DMO_1001000,1423,WHO,Metformin,2023-02-02 08:00:00,1
599,Notuv - Denk Pharma,2021-11-18 13:22:18,DMO_1001000,2844,WHO,Metformin,2022-01-11 08:00:00,81
600,Notuv - Denk Pharma,2021-11-18 20:21:41,DMO_1001000,1115,Red Cross,Metformin,2023-04-16 08:00:00,1
601,Notuv - Denk Pharma,2021-11-19 04:31:35,DMO_1001000,2944,Bill Gates Foundation,Metformin,2022-09-24 08:00:00,82
602,Notuv - Denk Pharma,2021-11-19 06:19:47,DMO_1001000,4565,WHO,Metformin,2023-07-13 08:00:00,1
603,Notuv - Denk Pharma,2021-11-19 06:35:07,DMO_1001000,4628,Red Cross,Metformin,2023-04-10 08:00:00,92
604,Notuv - Denk Pharma,2021-11-19 07:46:35,DMO_1001000,2714,Red Cross,Metformin,2022-03-02 08:00:00,40
605,Notuv - Denk Pharma,2021-11-19 12:50:59,DMO_1001000,4400,Bill Gates Foundation,Metformin,2022-03-19 08:00:00,1
606,Notuv - Denk Pharma,2021-11-20 08:24:28,DMO_1001000,4735,Red Cross,Metformin,2022-11-05 08:00:00,32
607,Notuv - Denk Pharma,2021-11-20 08:50:49,DMO_1001000,3889,Red Cross,Metformin,2022-02-25 08:00:00,32
608,Notuv - Denk Pharma,2021-11-20 19:22:43,DMO_1001000,3968,Bill Gates Foundation,Metformin,2022-02-18 08:00:00,156
609,Notuv - Denk Pharma,2021-11-21 01:45:45,DMO_1001000,3824,Red Cross,Metformin,2021-12-22 08:00:00,1
610,Notuv - Denk Pharma,2021-11-21 10:38:56,DMO_1001000,3871,WHO,Metformin,2023-04-10 08:00:00,14
611,Notuv - Denk Pharma,2021-11-21 20:02:05,DMO_1001000,2564,WHO,Metformin,2022-10-04 08:00:00,165
612,Notuv - Denk Pharma,2021-11-22 04:16:48,DMO_1001000,3855,WHO,Metformin,2022-03-07 08:00:00,100
613,Notuv - Denk Pharma,2021-11-22 14:53:12,DMO_1001000,4714,Red Cross,Metformin,2022-03-06 08:00:00,121
614,Notuv - Denk Pharma,2021-11-22 19:22:37,DMO_1001000,2799,Bill Gates Foundation,Metformin,2022-04-09 08:00:00,1
615,Notuv - Denk Pharma,2021-11-22 20:39:39,DMO_1001000,3427,Red Cross,Metformin,2021-12-31 08:00:00,1
616,Notuv - Denk Pharma,2021-11-22 20:41:11,DMO_1001000,2847,WHO,Metformin,2023-07-05 08:00:00,105
617,Notuv - Denk Pharma,2021-11-22 21:07:51,DMO_1001000,4710,WHO,Metformin,2022-04-15 08:00:00,6
618,Notuv - Denk Pharma,2021-11-23 01:54:30,DMO_1001000,3455,Red Cross,Metformin,2023-07-01 08:00:00,31
619,Notuv - Denk Pharma,2021-11-23 06:13:55,DMO_1001000,2906,Bill Gates Foundation,Metformin,2022-01-03 08:00:00,1
620,Notuv - Denk Pharma,2021-11-23 23:09:35,DMO_1001000,3772,Bill Gates Foundation,Metformin,2022-04-17 08:00:00,91
621,Notuv - Denk Pharma,2021-11-24 00:25:15,DMO_1001000,4062,WHO,Metformin,2023-01-29 08:00:00,1
622,Notuv - Denk Pharma,2021-11-24 09:24:06,DMO_1001000,3811,Bill Gates Foundation,Metformin,2022-08-08 08:00:00,49
623,Notuv - Denk Pharma,2021-11-25 03:21:13,DMO_1001000,4687,Red Cross,Metformin,2023-01-13 08:00:00,67
624,Notuv - Denk Pharma,2021-11-25 09:00:24,DMO_1001000,4111,Bill Gates Foundation,Metformin,2023-02-04 08:00:00,74
625,Notuv - Denk Pharma,2021-11-25 12:26:39,DMO_1001000,4957,WHO,Metformin,2022-01-14 08:00:00,1
626,Notuv - Denk Pharma,2021-11-25 13:29:54,DMO_1001000,4042,WHO,Metformin,2021-12-15 08:00:00,62
627,Notuv - Denk Pharma,2021-11-25 20:13:41,DMO_1001000,1054,WHO,Metformin,2022-03-12 08:00:00,26
628,Notuv - Denk Pharma,2021-11-25 22:03:06,DMO_1001000,3610,WHO,Metformin,2023-06-29 08:00:00,44
629,Notuv - Denk Pharma,2021-11-26 22:12:03,DMO_1001000,1917,Red Cross,Metformin,2022-11-23 08:00:00,33
630,Notuv - Denk Pharma,2021-11-27 04:03:13,DMO_1001000,1886,Bill Gates Foundation,Metformin,2021-11-28 08:00:00,5
631,Notuv - Denk Pharma,2021-11-27 12:16:56,DMO_1001000,1101,WHO,Metformin,2023-06-30 08:00:00,13
