Organisation,Scan Date,Scan Point Name,Scan Reference,Supplier Name,Product,Expiration Date,Quantity
Notuv - Denk Pharma,2021-10-09 13:34:14,DMO_1001000,2031,Bill Gates Foundation,Metformin,2022-05-24 08:00:00,26
Notuv - Denk Pharma,2021-10-09 13:34:25,DMO_1001000,2130,WHO,Metformin,2022-02-04 08:00:00,15
Notuv - Denk Pharma,2021-10-09 14:11:41,DMO_1001000,2849,Bill Gates Foundation,Metformin,2022-07-15 08:00:00,8
Notuv - Denk Pharma,2021-10-09 18:37:07,DMO_1001000,4854,Red Cross,Metformin,2022-12-10 08:00:00,9
Notuv - Denk Pharma,2021-10-09 23:05:47,DMO_1001000,4980,Bill Gates Foundation,Metformin,2022-12-29 08:00:00,23
Notuv - Denk Pharma,2021-10-10 00:36:50,DMO_1001000,2068,Red Cross,Metformin,2022-03-04 08:00:00,38
Notuv - Denk Pharma,2021-10-10 04:16:32,DMO_1001000,1777,Red Cross,Metformin,2023-02-27 08:00:00,46
Notuv - Denk Pharma,2021-10-10 06:07:02,DMO_1001000,1142,Red Cross,Metformin,2022-12-10 08:00:00,38
Notuv - Denk Pharma,2021-10-10 09:23:13,DMO_1001000,1910,Red Cross,Metformin,2022-08-25 08:00:00,54
Notuv - Denk Pharma,2021-10-10 18:56:00,DMO_1001000,3075,Bill Gates Foundation,Metformin,2022-08-06 08:00:00,16
Notuv - Denk Pharma,2021-10-11 00:22:52,DMO_1001000,2988,Red Cross,Metformin,2022-02-19 08:00:00,1
Notuv - Denk Pharma,2021-10-11 01:49:57,DMO_1001000,1394,WHO,Metformin,2023-01-21 08:00:00,12
Notuv - Denk Pharma,2021-10-11 10:41:33,DMO_1001000,4896,WHO,Metformin,2022-09-26 08:00:00,5
Notuv - Denk Pharma,2021-10-11 18:19:59,DMO_1001000,4111,Bill Gates Foundation,Metformin,2022-12-12 08:00:00,33
Notuv - Denk Pharma,2021-10-11 22:30:25,DMO_1001000,1748,Bill Gates Foundation,Metformin,2022-03-02 08:00:00,14
Notuv - Denk Pharma,2021-10-12 03:58:04,DMO_1001000,1058,WHO,Metformin,2022-03-05 08:00:00,22
Notuv - Denk Pharma,2021-10-12 04:51:56,DMO_1001000,2173,WHO,Metformin,2023-02-26 08:00:00,33
Notuv - Denk Pharma,2021-10-12 09:25:10,DMO_1001000,4627,Bill Gates Foundation,Metformin,2021-12-14 08:00:00,38
Notuv - Denk Pharma,2021-10-12 13:19:08,DMO_1001000,1339,WHO,Metformin,2023-04-26 08:00:00,36
Notuv - Denk Pharma,2021-10-12 14:15:16,DMO_1001000,1261,Bill Gates Foundation,Metformin,2023-05-19 08:00:00,31
Notuv - Denk Pharma,2021-10-12 14:43:21,DMO_1001000,3228,Red Cross,Metformin,2023-03-22 08:00:00,21
Notuv - Denk Pharma,2021-10-13 00:23:03,DMO_1001000,1158,WHO,Metformin,2023-06-25 08:00:00,22
Notuv - Denk Pharma,2021-10-13 07:21:49,DMO_1001000,1580,Red Cross,Metformin,2022-12-01 08:00:00,30
Notuv - Denk Pharma,2021-10-13 07:45:27,DMO_1001000,2400,Red Cross,Metformin,2023-02-06 08:00:00,25
Notuv - Denk Pharma,2021-10-13 20:25:16,DMO_1001000,3928,WHO,Metformin,2023-04-16 08:00:00,21
Notuv - Denk Pharma,2021-10-13 21:00:44,DMO_1001000,4742,Bill Gates Foundation,Metformin,2022-04-24 08:00:00,32
Notuv - Denk Pharma,2021-10-13 22:06:35,DMO_1001000,2980,Red Cross,Metformin,2022-12-06 08:00:00,21
Notuv - Denk Pharma,2021-10-14 00:39:20,DMO_1001000,4861,Red Cross,Metformin,2023-01-26 08:00:00,5
Notuv - Denk Pharma,2021-10-14 05:12:49,DMO_1001000,4153,Bill Gates Foundation,Metformin,2023-04-01 08:00:00,44
Notuv - Denk Pharma,2021-10-14 07:12:53,DMO_1001000,4782,Red Cross,Metformin,2022-12-02 08:00:00,20
Notuv - Denk Pharma,2021-10-14 11:58:24,DMO_1001000,1085,WHO,Metformin,2022-03-27 08:00:00,52
Notuv - Denk Pharma,2021-10-14 21:43:03,DMO_1001000,1769,Red Cross,Metformin,2022-08-08 08:00:00,1
Notuv - Denk Pharma,2021-10-14 23:29:19,DMO_1001000,1418,WHO,Metformin,2022-11-21 08:00:00,25
Notuv - Denk Pharma,2021-10-15 03:55:40,DMO_1001000,4169,WHO,Metformin,2022-04-28 08:00:00,8
Notuv - Denk Pharma,2021-10-15 22:28:41,DMO_1001000,3070,WHO,Metformin,2022-02-06 08:00:00,4
Notuv - Denk Pharma,2021-10-16 04:08:55,DMO_1001000,2136,WHO,Metformin,2021-11-20 08:00:00,15
Notuv - Denk Pharma,2021-10-16 17:22:10,DMO_1001000,3982,Red Cross,Metformin,2023-04-14 08:00:00,39
Notuv - Denk Pharma,2021-10-17 03:29:10,DMO_1001000,1712,WHO,Metformin,2022-02-10 08:00:00,39
Notuv - Denk Pharma,2021-10-17 13:50:48,DMO_1001000,2470,Bill Gates Foundation,Metformin,2023-04-16 08:00:00,20
Notuv - Denk Pharma,2021-10-17 16:09:10,DMO_1001000,4957,Bill Gates Foundation,Metformin,2021-11-21 08:00:00,16
Notuv - Denk Pharma,2021-10-17 18:55:39,DMO_1001000,3375,Bill Gates Foundation,Metformin,2022-07-07 08:00:00,27
Notuv - Denk Pharma,2021-10-17 20:07:51,DMO_1001000,3761,Red Cross,Metformin,2022-06-22 08:00:00,33
Notuv - Denk Pharma,2021-10-18 00:06:43,DMO_1001000,3829,Red Cross,Metformin,2021-12-15 08:00:00,45
Notuv - Denk Pharma,2021-10-18 08:43:27,DMO_1001000,2545,Red Cross,Metformin,2022-03-18 08:00:00,22
Notuv - Denk Pharma,2021-10-18 19:00:22,DMO_1001000,4125,Bill Gates Foundation,Metformin,2023-03-05 08:00:00,23
Notuv - Denk Pharma,2021-10-19 04:05:52,DMO_1001000,1696,Bill Gates Foundation,Metformin,2022-12-04 08:00:00,27
Notuv - Denk Pharma,2021-10-19 22:06:19,DMO_1001000,1500,Red Cross,Metformin,2023-07-23 08:00:00,51
Notuv - Denk Pharma,2021-10-20 08:47:27,DMO_1001000,3258,Red Cross,Metformin,2022-10-05 08:00:00,1
Notuv - Denk Pharma,2021-10-20 13:41:29,DMO_1001000,2678,Red Cross,Metformin,2022-06-26 08:00:00,42
Notuv - Denk Pharma,2021-10-20 22:36:15,DMO_1001000,3937,Bill Gates Foundation,Metformin,2022-03-19 08:00:00,7
Notuv - Denk Pharma,2021-10-20 23:00:47,DMO_1001000,3919,Red Cross,Metformin,2022-06-01 08:00:00,18
Notuv - Denk Pharma,2021-10-21 11:23:22,DMO_1001000,3657,Bill Gates Foundation,Metformin,2022-05-14 08:00:00,26
Notuv - Denk Pharma,2021-10-21 11:47:50,DMO_1001000,4714,WHO,Metformin,2021-11-12 08:00:00,31
Notuv - Denk Pharma,2021-10-21 12:57:15,DMO_1001000,2448,WHO,Metformin,2022-12-26 08:00:00,15
Notuv - Denk Pharma,2021-10-22 02:15:20,DMO_1001000,3127,WHO,Metformin,2022-11-17 08:00:00,26
Notuv - Denk Pharma,2021-10-22 05:29:51,DMO_1001000,2046,Bill Gates Foundation,Metformin,2021-11-09 08:00:00,17
Notuv - Denk Pharma,2021-10-22 12:24:13,DMO_1001000,4741,Bill Gates Foundation,Metformin,2022-02-09 08:00:00,42
Notuv - Denk Pharma,2021-10-22 14:54:53,DMO_1001000,4479,Bill Gates Foundation,Metformin,2023-03-17 08:00:00,14
Notuv - Denk Pharma,2021-10-22 15:16:19,DMO_1001000,1727,WHO,Metformin,2022-06-23 08:00:00,25
Notuv - Denk Pharma,2021-10-23 04:08:04,DMO_1001000,1044,WHO,Metformin,2023-06-26 08:00:00,17
Notuv - Denk Pharma,2021-10-23 10:26:05,DMO_1001000,1738,WHO,Metformin,2022-09-09 08:00:00,16
Notuv - Denk Pharma,2021-10-24 06:38:20,DMO_1001000,4933,Red Cross,Metformin,2021-12-29 08:00:00,4
Notuv - Denk Pharma,2021-10-24 11:02:48,DMO_1001000,3684,Red Cross,Metformin,2022-05-03 08:00:00,36
Notuv - Denk Pharma,2021-10-24 18:43:07,DMO_1001000,1804,Bill Gates Foundation,Metformin,2022-07-10 08:00:00,42
Notuv - Denk Pharma,2021-10-25 06:46:54,DMO_1001000,2981,Bill Gates Foundation,Metformin,2022-04-13 08:00:00,24
Notuv - Denk Pharma,2021-10-25 10:13:15,DMO_1001000,3011,Red Cross,Metformin,2022-04-01 08:00:00,8
Notuv - Denk Pharma,2021-10-25 10:56:19,DMO_1001000,2097,WHO,Metformin,2022-12-01 08:00:00,51
Notuv - Denk Pharma,2021-10-25 18:51:23,DMO_1001000,4121,Bill Gates Foundation,Metformin,2022-12-03 08:00:00,33
Notuv - Denk Pharma,2021-10-25 22:20:20,DMO_1001000,4001,Red Cross,Metformin,2021-11-19 08:00:00,36
Notuv - Denk Pharma,2021-10-25 23:56:29,DMO_1001000,2535,Red Cross,Metformin,2023-05-28 08:00:00,44
Notuv - Denk Pharma,2021-10-26 15:00:46,DMO_1001000,1774,Red Cross,Metformin,2022-08-16 08:00:00,2
Notuv - Denk Pharma,2021-10-26 15:14:55,DMO_1001000,1423,Red Cross,Metformin,2022-05-13 08:00:00,7
Notuv - Denk Pharma,2021-10-26 23:03:20,DMO_1001000,4136,Bill Gates Foundation,Metformin,2022-03-20 08:00:00,8
Notuv - Denk Pharma,2021-10-27 02:49:16,DMO_1001000,2566,Bill Gates Foundation,Metformin,2023-02-06 08:00:00,40
Notuv - Denk Pharma,2021-10-27 10:00:46,DMO_1001000,4681,Red Cross,Metformin,2022-12-17 08:00:00,1
Notuv - Denk Pharma,2021-10-27 18:20:48,DMO_1001000,1659,Bill Gates Foundation,Metformin,2021-11-27 08:00:00,6
Notuv - Denk Pharma,2021-10-27 18:35:29,DMO_1001000,2540,Bill Gates Foundation,Metformin,2021-12-26 08:00:00,20
Notuv - Denk Pharma,2021-10-27 22:19:03,DMO_1001000,4436,Red Cross,Metformin,2022-11-15 08:00:00,23
Notuv - Denk Pharma,2021-10-28 14:25:19,DMO_1001000,3382,Red Cross,Metformin,2022-10-04 08:00:00,1
Notuv - Denk Pharma,2021-10-28 22:27:56,DMO_1001000,4002,Bill Gates Foundation,Metformin,2022-08-31 08:00:00,27
Notuv - Denk Pharma,2021-10-30 05:22:54,DMO_1001000,4204,Bill Gates Foundation,Metformin,2023-06-23 08:00:00,3
Notuv - Denk Pharma,2021-10-30 06:22:36,DMO_1001000,3446,Bill Gates Foundation,Metformin,2022-08-12 08:00:00,17
Notuv - Denk Pharma,2021-10-30 12:50:26,DMO_1001000,2671,Bill Gates Foundation,Metformin,2023-01-02 08:00:00,14
Notuv - Denk Pharma,2021-10-30 15:02:13,DMO_1001000,1623,Bill Gates Foundation,Metformin,2022-11-19 08:00:00,32
Notuv - Denk Pharma,2021-10-30 20:15:31,DMO_1001000,3475,WHO,Metformin,2022-04-13 08:00:00,51
Notuv - Denk Pharma,2021-10-31 00:50:14,DMO_1001000,4550,Bill Gates Foundation,Metformin,2023-07-12 08:00:00,29
Notuv - Denk Pharma,2021-10-31 14:09:01,DMO_1001000,2411,Red Cross,Metformin,2022-01-04 08:00:00,46
Notuv - Denk Pharma,2021-10-31 18:13:58,DMO_1001000,3927,Red Cross,Metformin,2022-11-14 08:00:00,28
Notuv - Denk Pharma,2021-10-31 19:30:34,DMO_1001000,1718,WHO,Metformin,2022-01-02 08:00:00,54
Notuv - Denk Pharma,2021-10-31 21:34:22,DMO_1001000,1546,Red Cross,Metformin,2023-01-05 08:00:00,30
Notuv - Denk Pharma,2021-11-01 01:38:56,DMO_1001000,3674,Bill Gates Foundation,Metformin,2023-03-24 08:00:00,24
Notuv - Denk Pharma,2021-11-01 05:24:32,DMO_1001000,4511,Bill Gates Foundation,Metformin,2022-04-24 08:00:00,43
Notuv - Denk Pharma,2021-11-01 13:29:39,DMO_1001000,1607,Red Cross,Metformin,2023-06-11 08:00:00,35
Notuv - Denk Pharma,2021-11-01 14:46:28,DMO_1001000,3880,WHO,Metformin,2023-07-04 08:00:00,30
Notuv - Denk Pharma,2021-11-02 00:47:06,DMO_1001000,1734,Bill Gates Foundation,Metformin,2022-11-19 08:00:00,37
Notuv - Denk Pharma,2021-11-02 16:08:30,DMO_1001000,3754,WHO,Metformin,2022-09-09 08:00:00,2
Notuv - Denk Pharma,2021-11-02 18:54:58,DMO_1001000,2449,Red Cross,Metformin,2023-07-15 08:00:00,31
Notuv - Denk Pharma,2021-11-03 05:33:08,DMO_1001000,1739,Red Cross,Metformin,2022-12-15 08:00:00,17
Notuv - Denk Pharma,2021-11-03 11:31:26,DMO_1001000,2698,Bill Gates Foundation,Metformin,2022-08-12 08:00:00,17
Notuv - Denk Pharma,2021-11-03 14:23:52,DMO_1001000,3045,WHO,Metformin,2023-01-01 08:00:00,34
Notuv - Denk Pharma,2021-11-03 17:24:24,DMO_1001000,2554,WHO,Metformin,2023-01-20 08:00:00,35
Notuv - Denk Pharma,2021-11-03 22:08:04,DMO_1001000,3824,WHO,Metformin,2023-06-19 08:00:00,26
Notuv - Denk Pharma,2021-11-04 08:12:17,DMO_1001000,1417,WHO,Metformin,2022-11-28 08:00:00,42
Notuv - Denk Pharma,2021-11-04 15:28:38,DMO_1001000,1103,WHO,Metformin,2021-11-18 08:00:00,1
Notuv - Denk Pharma,2021-11-04 21:58:11,DMO_1001000,4582,Red Cross,Metformin,2022-07-12 08:00:00,38
Notuv - Denk Pharma,2021-11-05 07:20:55,DMO_1001000,3362,Bill Gates Foundation,Metformin,2022-04-20 08:00:00,37
Notuv - Denk Pharma,2021-11-05 17:06:50,DMO_1001000,3030,WHO,Metformin,2022-09-18 08:00:00,13
Notuv - Denk Pharma,2021-11-05 17:46:45,DMO_1001000,2212,WHO,Metformin,2022-05-22 08:00:00,15
Notuv - Denk Pharma,2021-11-06 00:05:53,DMO_1001000,3632,Bill Gates Foundation,Metformin,2022-09-14 08:00:00,48
Notuv - Denk Pharma,2021-11-06 05:49:17,DMO_1001000,4636,Red Cross,Metformin,2021-11-29 08:00:00,7
Notuv - Denk Pharma,2021-11-06 10:11:10,DMO_1001000,4265,WHO,Metformin,2023-06-24 08:00:00,13
Notuv - Denk Pharma,2021-11-06 15:33:51,DMO_1001000,2127,Red Cross,Metformin,2023-01-08 08:00:00,1
Notuv - Denk Pharma,2021-11-06 18:49:52,DMO_1001000,2406,WHO,Metformin,2022-07-12 08:00:00,15
Notuv - Denk Pharma,2021-11-06 22:04:53,DMO_1001000,3250,Red Cross,Metformin,2021-12-19 08:00:00,47
Notuv - Denk Pharma,2021-11-07 00:37:39,DMO_1001000,2626,WHO,Metformin,2022-12-12 08:00:00,39
Notuv - Denk Pharma,2021-11-07 00:59:34,DMO_1001000,3135,Bill Gates Foundation,Metformin,2022-10-05 08:00:00,1
Notuv - Denk Pharma,2021-11-07 04:01:40,DMO_1001000,1364,WHO,Metformin,2022-04-22 08:00:00,36
Notuv - Denk Pharma,2021-11-07 19:54:53,DMO_1001000,3577,Bill Gates Foundation,Metformin,2023-02-14 08:00:00,19
Notuv - Denk Pharma,2021-11-08 10:01:42,DMO_1001000,3935,Red Cross,Metformin,2022-02-13 08:00:00,33
Notuv - Denk Pharma,2021-11-08 11:39:53,DMO_1001000,3500,Bill Gates Foundation,Metformin,2022-12-27 08:00:00,28
Notuv - Denk Pharma,2021-11-08 11:52:33,DMO_1001000,2656,Bill Gates Foundation,Metformin,2022-04-18 08:00:00,22
Notuv - Denk Pharma,2021-11-08 13:27:35,DMO_1001000,3463,Bill Gates Foundation,Metformin,2022-10-29 08:00:00,27
Notuv - Denk Pharma,2021-11-08 18:10:48,DMO_1001000,3957,Bill Gates Foundation,Metformin,2023-04-22 08:00:00,28
Notuv - Denk Pharma,2021-11-08 23:33:10,DMO_1001000,2352,WHO,Metformin,2022-11-19 08:00:00,27
Notuv - Denk Pharma,2021-11-09 00:24:32,DMO_1001000,1896,WHO,Metformin,2022-04-24 08:00:00,50
Notuv - Denk Pharma,2021-11-09 10:11:38,DMO_1001000,1993,Red Cross,Metformin,2023-02-28 08:00:00,20
Notuv - Denk Pharma,2021-11-09 13:59:36,DMO_1001000,1403,Bill Gates Foundation,Metformin,2023-02-13 08:00:00,27
Notuv - Denk Pharma,2021-11-09 21:05:06,DMO_1001000,1784,WHO,Metformin,2023-07-01 08:00:00,14
Notuv - Denk Pharma,2021-11-10 07:48:39,DMO_1001000,2616,Bill Gates Foundation,Metformin,2022-10-04 08:00:00,33
Notuv - Denk Pharma,2021-11-10 08:46:02,DMO_1001000,4101,Red Cross,Metformin,2021-12-12 08:00:00,36
Notuv - Denk Pharma,2021-11-10 08:51:53,DMO_1001000,3611,WHO,Metformin,2022-06-21 08:00:00,14
Notuv - Denk Pharma,2021-11-10 11:26:07,DMO_1001000,2648,Bill Gates Foundation,Metformin,2022-03-13 08:00:00,25
Notuv - Denk Pharma,2021-11-11 00:46:40,DMO_1001000,2715,Red Cross,Metformin,2023-04-01 08:00:00,25
Notuv - Denk Pharma,2021-11-11 03:44:16,DMO_1001000,1692,WHO,Metformin,2022-05-28 08:00:00,1
Notuv - Denk Pharma,2021-11-11 06:12:07,DMO_1001000,3396,Bill Gates Foundation,Metformin,2022-03-23 08:00:00,7
Notuv - Denk Pharma,2021-11-11 09:19:03,DMO_1001000,3778,WHO,Metformin,2022-05-03 08:00:00,28
Notuv - Denk Pharma,2021-11-11 14:28:50,DMO_1001000,1795,Bill Gates Foundation,Metformin,2022-10-24 08:00:00,16
Notuv - Denk Pharma,2021-11-11 15:28:53,DMO_1001000,2335,Red Cross,Metformin,2022-05-08 08:00:00,24
Notuv - Denk Pharma,2021-11-11 15:43:46,DMO_1001000,1208,Red Cross,Metformin,2022-11-30 08:00:00,38
Notuv - Denk Pharma,2021-11-11 21:09:44,DMO_1001000,4489,Bill Gates Foundation,Metformin,2022-07-27 08:00:00,14
Notuv - Denk Pharma,2021-11-12 05:06:27,DMO_1001000,1959,WHO,Metformin,2022-03-06 08:00:00,44
Notuv - Denk Pharma,2021-11-12 05:12:12,DMO_1001000,3073,Red Cross,Metformin,2023-02-27 08:00:00,17
Notuv - Denk Pharma,2021-11-12 05:14:54,DMO_1001000,3093,Bill Gates Foundation,Metformin,2023-07-23 08:00:00,34
Notuv - Denk Pharma,2021-11-12 11:09:13,DMO_1001000,3076,Red Cross,Metformin,2022-07-11 08:00:00,42
Notuv - Denk Pharma,2021-11-12 12:57:16,DMO_1001000,4403,WHO,Metformin,2023-07-16 08:00:00,36
Notuv - Denk Pharma,2021-11-12 20:40:09,DMO_1001000,1266,Red Cross,Metformin,2022-10-24 08:00:00,27
Notuv - Denk Pharma,2021-11-12 22:50:50,DMO_1001000,2211,Red Cross,Metformin,2023-06-19 08:00:00,12
Notuv - Denk Pharma,2021-11-12 22:56:15,DMO_1001000,1491,WHO,Metformin,2022-02-25 08:00:00,34
Notuv - Denk Pharma,2021-11-13 14:47:49,DMO_1001000,3148,WHO,Metformin,2023-01-08 08:00:00,31
Notuv - Denk Pharma,2021-11-13 20:23:12,DMO_1001000,2827,WHO,Metformin,2023-07-20 08:00:00,9
Notuv - Denk Pharma,2021-11-14 01:37:27,DMO_1001000,4304,Bill Gates Foundation,Metformin,2022-03-12 08:00:00,15
Notuv - Denk Pharma,2021-11-14 01:48:41,DMO_1001000,4832,WHO,Metformin,2021-11-23 08:00:00,10
Notuv - Denk Pharma,2021-11-14 16:23:52,DMO_1001000,3866,Red Cross,Metformin,2022-02-25 08:00:00,15
Notuv - Denk Pharma,2021-11-14 19:09:38,DMO_1001000,2357,Red Cross,Metformin,2022-12-26 08:00:00,11
Notuv - Denk Pharma,2021-11-15 07:44:43,DMO_1001000,1650,Red Cross,Metformin,2022-04-25 08:00:00,19
Notuv - Denk Pharma,2021-11-15 09:22:43,DMO_1001000,2154,Bill Gates Foundation,Metformin,2023-05-30 08:00:00,14
Notuv - Denk Pharma,2021-11-16 01:50:27,DMO_1001000,4967,Red Cross,Metformin,2023-04-17 08:00:00,35
Notuv - Denk Pharma,2021-11-16 05:52:22,DMO_1001000,4316,Red Cross,Metformin,2021-10-29 08:00:00,35
Notuv - Denk Pharma,2021-11-16 07:27:55,DMO_1001000,3084,Bill Gates Foundation,Metformin,2021-10-30 08:00:00,19
Notuv - Denk Pharma,2021-11-16 09:28:46,DMO_1001000,3527,Red Cross,Metformin,2022-02-09 08:00:00,24
Notuv - Denk Pharma,2021-11-16 18:17:37,DMO_1001000,2644,Bill Gates Foundation,Metformin,2023-07-07 08:00:00,34
Notuv - Denk Pharma,2021-11-16 23:44:35,DMO_1001000,3949,Bill Gates Foundation,Metformin,2022-10-05 08:00:00,17
Notuv - Denk Pharma,2021-11-17 11:06:38,DMO_1001000,2102,Red Cross,Metformin,2022-07-12 08:00:00,1
Notuv - Denk Pharma,2021-11-17 13:18:21,DMO_1001000,4007,Bill Gates Foundation,Metformin,2022-11-11 08:00:00,33
Notuv - Denk Pharma,2021-11-17 16:10:54,DMO_1001000,2082,Red Cross,Metformin,2021-12-31 08:00:00,28
Notuv - Denk Pharma,2021-11-17 17:49:44,DMO_1001000,2167,Red Cross,Metformin,2022-05-27 08:00:00,6
Notuv - Denk Pharma,2021-11-17 22:54:04,DMO_1001000,2244,WHO,Metformin,2023-05-06 08:00:00,58
Notuv - Denk Pharma,2021-11-18 17:29:24,DMO_1001000,1441,WHO,Metformin,2021-10-30 08:00:00,6
Notuv - Denk Pharma,2021-11-19 01:09:10,DMO_1001000,3978,Bill Gates Foundation,Metformin,2022-12-20 08:00:00,46
Notuv - Denk Pharma,2021-11-19 11:32:06,DMO_1001000,1991,Bill Gates Foundation,Metformin,2023-04-16 08:00:00,51
Notuv - Denk Pharma,2021-11-19 18:32:40,DMO_1001000,1858,Bill Gates Foundation,Metformin,2023-04-04 08:00:00,35
Notuv - Denk Pharma,2021-11-20 00:30:26,DMO_1001000,1624,WHO,Metformin,2022-08-17 08:00:00,38
Notuv - Denk Pharma,2021-11-20 00:45:03,DMO_1001000,3029,Bill Gates Foundation,Metformin,2022-03-01 08:00:00,19
Notuv - Denk Pharma,2021-11-20 23:41:46,DMO_1001000,3337,WHO,Metformin,2022-10-14 08:00:00,12
Notuv - Denk Pharma,2021-11-21 09:35:38,DMO_1001000,2134,Bill Gates Foundation,Metformin,2023-05-01 08:00:00,35
Notuv - Denk Pharma,2021-11-21 20:35:24,DMO_1001000,2821,Bill Gates Foundation,Metformin,2023-01-13 08:00:00,38
Notuv - Denk Pharma,2021-11-22 22:42:15,DMO_1001000,3724,WHO,Metformin,2022-12-28 08:00:00,43
Notuv - Denk Pharma,2021-11-23 05:33:30,DMO_1001000,1700,Bill Gates Foundation,Metformin,2023-03-23 08:00:00,34
Notuv - Denk Pharma,2021-11-23 10:29:35,DMO_1001000,4355,Red Cross,Metformin,2021-12-02 08:00:00,1
Notuv - Denk Pharma,2021-11-24 04:13:23,DMO_1001000,2306,Red Cross,Metformin,2022-02-08 08:00:00,26
Notuv - Denk Pharma,2021-11-24 04:50:23,DMO_1001000,4485,Bill Gates Foundation,Metformin,2023-03-06 08:00:00,49
Notuv - Denk Pharma,2021-11-24 06:21:06,DMO_1001000,4251,Red Cross,Metformin,2022-11-20 08:00:00,44
Notuv - Denk Pharma,2021-11-24 06:29:15,DMO_1001000,2730,Bill Gates Foundation,Metformin,2021-10-29 08:00:00,42
Notuv - Denk Pharma,2021-11-24 07:45:32,DMO_1001000,1029,Bill Gates Foundation,Metformin,2023-06-13 08:00:00,25
Notuv - Denk Pharma,2021-11-24 10:02:43,DMO_1001000,3522,Red Cross,Metformin,2022-07-18 08:00:00,21
Notuv - Denk Pharma,2021-11-24 11:19:40,DMO_1001000,1888,Bill Gates Foundation,Metformin,2022-01-22 08:00:00,4
Notuv - Denk Pharma,2021-11-24 19:15:02,DMO_1001000,2029,Bill Gates Foundation,Metformin,2023-02-13 08:00:00,26
Notuv - Denk Pharma,2021-11-24 20:28:29,DMO_1001000,3652,Red Cross,Metformin,2023-05-28 08:00:00,33
Notuv - Denk Pharma,2021-11-24 23:46:25,DMO_1001000,3365,WHO,Metformin,2023-07-01 08:00:00,36
Notuv - Denk Pharma,2021-11-25 12:24:15,DMO_1001000,3668,WHO,Metformin,2022-05-04 08:00:00,35
Notuv - Denk Pharma,2021-11-25 14:42:56,DMO_1001000,2694,Bill Gates Foundation,Metformin,2022-01-13 08:00:00,18
Notuv - Denk Pharma,2021-11-26 01:39:30,DMO_1001000,1883,WHO,Metformin,2023-06-26 08:00:00,26
Notuv - Denk Pharma,2021-11-26 02:22:46,DMO_1001000,3425,Bill Gates Foundation,Metformin,2022-04-23 08:00:00,43
Notuv - Denk Pharma,2021-11-26 02:45:40,DMO_1001000,1180,WHO,Metformin,2022-09-07 08:00:00,47
Notuv - Denk Pharma,2021-11-26 07:55:44,DMO_1001000,2346,WHO,Metformin,2022-12-21 08:00:00,17
Notuv - Denk Pharma,2021-11-26 16:12:23,DMO_1001000,2225,Red Cross,Metformin,2022-01-30 08:00:00,30
Notuv - Denk Pharma,2021-11-27 04:51:08,DMO_1001000,1020,Red Cross,Metformin,2022-05-01 08:00:00,5
Notuv - Denk Pharma,2021-11-27 07:03:26,DMO_1001000,1225,WHO,Metformin,2022-02-21 08:00:00,1
Notuv - Denk Pharma,2021-11-27 19:48:07,DMO_1001000,1143,Bill Gates Foundation,Metformin,2021-12-01 08:00:00,49
Notuv - Denk Pharma,2021-11-27 20:06:21,DMO_1001000,2159,Bill Gates Foundation,Metformin,2021-11-03 08:00:00,25
Notuv - Denk Pharma,2021-11-27 20:39:12,DMO_1001000,2208,WHO,Metformin,2021-12-19 08:00:00,34
Notuv - Denk Pharma,2021-11-27 21:21:50,DMO_1001000,1648,WHO,Metformin,2021-12-27 08:00:00,32
Notuv - Denk Pharma,2021-11-27 23:22:06,DMO_1001000,2287,WHO,Metformin,2022-07-11 08:00:00,29
Notuv - Denk Pharma,2021-11-28 03:14:22,DMO_1001000,4089,Bill Gates Foundation,Metformin,2022-06-01 08:00:00,43
Notuv - Denk Pharma,2021-11-28 16:14:43,DMO_1001000,1826,WHO,Metformin,2022-05-06 08:00:00,40
Notuv - Denk Pharma,2021-11-28 18:14:17,DMO_1001000,2806,Red Cross,Metformin,2021-11-23 08:00:00,35
Notuv - Denk Pharma,2021-11-29 05:06:58,DMO_1001000,3627,Bill Gates Foundation,Metformin,2021-12-06 08:00:00,4
Notuv - Denk Pharma,2021-11-29 17:17:45,DMO_1001000,2888,Red Cross,Metformin,2022-02-05 08:00:00,30
Notuv - Denk Pharma,2021-11-29 23:27:12,DMO_1001000,3795,Red Cross,Metformin,2023-01-03 08:00:00,35
Notuv - Denk Pharma,2021-11-30 02:21:57,DMO_1001000,4685,Bill Gates Foundation,Metformin,2023-04-29 08:00:00,27
Notuv - Denk Pharma,2021-11-30 17:08:55,DMO_1001000,1982,WHO,Metformin,2022-03-13 08:00:00,25
Notuv - Denk Pharma,2021-11-30 18:13:01,DMO_1001000,3691,Bill Gates Foundation,Metformin,2022-10-22 08:00:00,35
Notuv - Denk Pharma,2021-11-30 19:57:59,DMO_1001000,2241,WHO,Metformin,2022-03-23 08:00:00,24
Notuv - Denk Pharma,2021-11-30 23:11:56,DMO_1001000,3719,WHO,Metformin,2023-01-16 08:00:00,32
Notuv - Denk Pharma,2021-12-01 02:18:21,DMO_1001000,4300,WHO,Metformin,2023-01-14 08:00:00,20
Notuv - Denk Pharma,2021-12-01 06:49:51,DMO_1001000,3906,Bill Gates Foundation,Metformin,2021-11-12 08:00:00,21
Notuv - Denk Pharma,2021-12-01 18:55:16,DMO_1001000,3520,WHO,Metformin,2022-05-27 08:00:00,17
